Number,Start date,End date,Start_hour,Start_dayofweek,Start station number,Start station,End station number,End station,Bike number,Bike model,Trip_duration_minutes,Start_lat,Start_lon,End_lat,End_lon,Trip_distance_km,duration,destination
133043840,2023-08-09 19:13:00,2023-08-09 19:30:00,19,2,1219,"Lower Marsh, Waterloo",1102,"Leman Street, Aldgate",58468,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.51236389,-0.06954201,3.3598021977881407,17.0,139
133046163,2023-08-09 20:19:00,2023-08-09 20:22:00,20,2,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",59204,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,3.0,453
133046585,2023-08-09 20:34:00,2023-08-09 20:42:00,20,2,1219,"Lower Marsh, Waterloo",1205,"Black Prince Road, Vauxhall",51036,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.4908679,-0.116911864,1.0513256312910884,8.0,232
133048042,2023-08-09 21:35:00,2023-08-09 21:44:00,21,2,1219,"Lower Marsh, Waterloo",200193,"Snowsfields, London Bridge",56355,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50215353,-0.083632928,2.1094627167904827,9.0,593
133048124,2023-08-09 21:39:00,2023-08-09 21:50:00,21,2,1219,"Lower Marsh, Waterloo",300239,"Victory Place, Walworth",50364,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.492807,-0.091938,1.727358177427677,11.0,787
133048375,2023-08-09 21:52:00,2023-08-09 21:57:00,21,2,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",54089,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,5.0,37
133050604,2023-08-10 05:40:00,2023-08-10 05:50:00,5,3,1219,"Lower Marsh, Waterloo",982,"Holborn Circus, Holborn",55576,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51795029,-0.108657431,2.0138909242372534,10.0,22
133051721,2023-08-10 07:14:00,2023-08-10 07:21:00,7,3,1219,"Lower Marsh, Waterloo",960,"Hop Exchange, The Borough",51366,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.50462759,-0.091773776,1.6131393962675515,7.0,1
133052429,2023-08-10 07:38:00,2023-08-10 08:01:00,7,3,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",21086,CLASSIC,23.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,23.0,14
133053802,2023-08-10 08:10:00,2023-08-10 08:27:00,8,3,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59249,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,17.0,5
133055818,2023-08-10 08:43:00,2023-08-10 09:11:00,8,3,1219,"Lower Marsh, Waterloo",1077,"Royal London Hospital, Whitechapel",21781,CLASSIC,28.0,51.5001394,-0.1139359999999953,51.518675,-0.06111,4.196842454392171,28.0,115
133057247,2023-08-10 09:11:00,2023-08-10 09:38:00,9,3,1219,"Lower Marsh, Waterloo",300243,"Good's Way, King's Cross",58757,CLASSIC,27.0,51.5001394,-0.1139359999999953,51.5346677396,-0.125078652873,3.916025826009756,27.0,791
133057696,2023-08-10 09:23:00,2023-08-10 09:32:00,9,3,1219,"Lower Marsh, Waterloo",200074,"Bury Place, Holborn",53957,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.51742,-0.1231899999999939,2.0254350314783816,9.0,487
133059522,2023-08-10 10:42:00,2023-08-10 10:57:00,10,3,1219,"Lower Marsh, Waterloo",1122,"Ashley Place, Victoria",41962,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.49616092,-0.140947636,1.921453944096177,15.0,156
133061680,2023-08-10 12:25:00,2023-08-10 12:25:00,12,3,1219,"Lower Marsh, Waterloo",1219,"Lower Marsh, Waterloo",21887,CLASSIC,0.0,51.5001394,-0.1139359999999953,51.5001394,-0.1139359999999953,0.0,0.0,245
133061673,2023-08-10 12:25:00,2023-08-10 12:36:00,12,3,1219,"Lower Marsh, Waterloo",965,"Tachbrook Street, Victoria",57268,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.49211134,-0.138364847,1.912266615155908,11.0,6
133061708,2023-08-10 12:26:00,2023-08-10 12:35:00,12,3,1219,"Lower Marsh, Waterloo",959,"Milroy Walk, South Bank",50495,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50724437,-0.106237501,0.9529362826512656,9.0,0
133061995,2023-08-10 12:40:00,2023-08-10 12:58:00,12,3,1219,"Lower Marsh, Waterloo",300216,"Gas Holders, Battersea Park",59270,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.477966,-0.14785703,3.405132111069848,18.0,767
133063188,2023-08-10 13:38:00,2023-08-10 13:56:00,13,3,1219,"Lower Marsh, Waterloo",980,"Malet Street, Bloomsbury",55152,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.52168078,-0.130431727,2.653413528846208,18.0,20
133063307,2023-08-10 13:43:00,2023-08-10 14:00:00,13,3,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",58895,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,17.0,733
133063873,2023-08-10 14:10:00,2023-08-10 14:21:00,14,3,1219,"Lower Marsh, Waterloo",1165,"Riverlight North, Nine Elms",50739,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.482362,-0.13612398,2.503466772998404,11.0,196
133065029,2023-08-10 15:03:00,2023-08-10 15:13:00,15,3,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",59396,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,10.0,578
133065287,2023-08-10 15:14:00,2023-08-10 16:10:00,15,3,1219,"Lower Marsh, Waterloo",1024,"Park Street, Bankside",60288,PBSC_EBIKE,56.0,51.5001394,-0.1139359999999953,51.50597426,-0.092754157,1.6032637097850309,56.0,62
133065811,2023-08-10 15:35:00,2023-08-10 15:51:00,15,3,1219,"Lower Marsh, Waterloo",300015,"Binfield Road, Stockwell",54106,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.47250956,-0.122831913,3.1334369055010733,16.0,668
133067339,2023-08-10 16:30:00,2023-08-10 16:37:00,16,3,1219,"Lower Marsh, Waterloo",1189,"Long Lane , Bermondsey",60361,PBSC_EBIKE,7.0,51.5001394,-0.1139359999999953,51.49907558,-0.085666316,1.96042971275128,7.0,217
133067402,2023-08-10 16:32:00,2023-08-10 16:39:00,16,3,1219,"Lower Marsh, Waterloo",1190,"Kennington Lane Rail Bridge, Vauxhall",51704,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.4863434,-0.1224923999999987,1.644442760607803,7.0,218
133067957,2023-08-10 16:47:00,2023-08-10 16:58:00,16,3,1219,"Lower Marsh, Waterloo",1070,"Bricklayers Arms, Borough",11868,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.49506109,-0.085814489,2.026932436322464,11.0,108
133068462,2023-08-10 17:01:00,2023-08-10 17:10:00,17,3,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",56088,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,9.0,733
133070468,2023-08-10 17:38:00,2023-08-10 18:02:00,17,3,1219,"Lower Marsh, Waterloo",300204,"Victoria Rise, Clapham Common",56053,CLASSIC,24.0,51.5001394,-0.1139359999999953,51.461376,-0.14780467,4.907087268347517,24.0,755
133071019,2023-08-10 17:47:00,2023-08-10 18:04:00,17,3,1219,"Lower Marsh, Waterloo",2587,"Wormwood Street, Liverpool Street",51280,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.51615461,-0.082422399,2.815675614095445,17.0,259
133071228,2023-08-10 17:50:00,2023-08-10 18:06:00,17,3,1219,"Lower Marsh, Waterloo",1165,"Riverlight North, Nine Elms",11901,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.482362,-0.13612398,2.503466772998404,16.0,196
133071948,2023-08-10 18:01:00,2023-08-10 18:15:00,18,3,1219,"Lower Marsh, Waterloo",3485,"Tyers Gate, Bermondsey",59042,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.50088934,-0.083159352,2.1319814175998206,14.0,357
133071988,2023-08-10 18:02:00,2023-08-10 18:15:00,18,3,1219,"Lower Marsh, Waterloo",3485,"Tyers Gate, Bermondsey",50925,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.50088934,-0.083159352,2.1319814175998206,13.0,357
133074406,2023-08-10 18:42:00,2023-08-10 18:56:00,18,3,1219,"Lower Marsh, Waterloo",3481,"Rodney Road , Walworth",54688,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.49148474,-0.090220911,1.902990197423461,14.0,353
133076643,2023-08-10 19:32:00,2023-08-10 19:38:00,19,3,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",58833,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,6.0,37
133080938,2023-08-10 22:28:00,2023-08-10 22:41:00,22,3,1219,"Lower Marsh, Waterloo",22160,"Chelsea Bridge, Pimlico",52774,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.485821,-0.149004,2.9032892166846342,13.0,392
133081931,2023-08-11 00:03:00,2023-08-11 00:13:00,0,4,1219,"Lower Marsh, Waterloo",1070,"Bricklayers Arms, Borough",12740,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.49506109,-0.085814489,2.026932436322464,10.0,108
133082742,2023-08-11 05:44:00,2023-08-11 05:58:00,5,4,1219,"Lower Marsh, Waterloo",1064,"Old Street Station, St. Luke's",56706,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.525615,-0.0885326000000077,3.3338959096837355,14.0,102
133083975,2023-08-11 07:38:00,2023-08-11 07:55:00,7,4,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",58633,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,17.0,5
133085618,2023-08-11 08:34:00,2023-08-11 09:06:00,8,4,1219,"Lower Marsh, Waterloo",200012,"Stepney Green Station, Stepney",59767,CLASSIC,32.0,51.5001394,-0.1139359999999953,51.521889,-0.04667,5.245802695507921,32.0,426
133086136,2023-08-11 08:47:00,2023-08-11 09:14:00,8,4,1219,"Lower Marsh, Waterloo",300243,"Good's Way, King's Cross",55569,CLASSIC,27.0,51.5001394,-0.1139359999999953,51.5346677396,-0.125078652873,3.916025826009756,27.0,791
133089158,2023-08-11 10:58:00,2023-08-11 11:04:00,10,4,1219,"Lower Marsh, Waterloo",1097,"Northumberland Avenue, Strand",60389,PBSC_EBIKE,6.0,51.5001394,-0.1139359999999953,51.506767,-0.123702,1.000009876666763,6.0,135
133089490,2023-08-11 11:16:00,2023-08-11 11:23:00,11,4,1219,"Lower Marsh, Waterloo",1118,"Hampton Street, Walworth",59853,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49217002,-0.101536865,1.2337051830912131,7.0,153
133089594,2023-08-11 11:22:00,2023-08-11 11:58:00,11,4,1219,"Lower Marsh, Waterloo",200183,"Battersea Park Road, Nine Elms",40986,CLASSIC,36.0,51.5001394,-0.1139359999999953,51.4795017,-0.141770709,2.996680578671139,36.0,583
133089584,2023-08-11 11:22:00,2023-08-11 11:58:00,11,4,1219,"Lower Marsh, Waterloo",200183,"Battersea Park Road, Nine Elms",52663,CLASSIC,36.0,51.5001394,-0.1139359999999953,51.4795017,-0.141770709,2.996680578671139,36.0,583
133089589,2023-08-11 11:22:00,2023-08-11 11:58:00,11,4,1219,"Lower Marsh, Waterloo",200183,"Battersea Park Road, Nine Elms",18396,CLASSIC,36.0,51.5001394,-0.1139359999999953,51.4795017,-0.141770709,2.996680578671139,36.0,583
133089598,2023-08-11 11:23:00,2023-08-11 11:59:00,11,4,1219,"Lower Marsh, Waterloo",200183,"Battersea Park Road, Nine Elms",55445,CLASSIC,36.0,51.5001394,-0.1139359999999953,51.4795017,-0.141770709,2.996680578671139,36.0,583
133089799,2023-08-11 11:34:00,2023-08-11 11:55:00,11,4,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",55545,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,21.0,14
133090566,2023-08-11 12:10:00,2023-08-11 12:30:00,12,4,1219,"Lower Marsh, Waterloo",22179,"Exhibition Road, Knightsbridge",23532,CLASSIC,20.0,51.5001394,-0.1139359999999953,51.499917,-0.174554,4.196076568779865,20.0,411
133091381,2023-08-11 12:47:00,2023-08-12 18:06:00,12,4,1219,"Lower Marsh, Waterloo",200056,"Vauxhall Walk, Vauxhall",61164,PBSC_EBIKE,1759.0,51.5001394,-0.1139359999999953,51.488124,-0.120903,1.4204461659415744,1759.0,469
133093162,2023-08-11 14:07:00,2023-08-11 14:20:00,14,4,1219,"Lower Marsh, Waterloo",300242,"Allington Street, Victoria",24014,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.496863,-0.1429434,2.040754607209946,13.0,790
133093210,2023-08-11 14:09:00,2023-08-11 14:28:00,14,4,1219,"Lower Marsh, Waterloo",300252,"Canada Water Station, Rotherhithe",59669,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.498439,-0.049150215,4.488556320828439,19.0,799
133095599,2023-08-11 15:49:00,2023-08-11 15:56:00,15,4,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",56888,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,7.0,235
133096054,2023-08-11 16:07:00,2023-08-11 16:11:00,16,4,1219,"Lower Marsh, Waterloo",300231,"Lambeth Palace Road, Waterloo",55692,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.5000891978,-0.116628700672,0.1864731099993548,4.0,780
133098023,2023-08-11 17:05:00,2023-08-11 17:12:00,17,4,1219,"Lower Marsh, Waterloo",1190,"Kennington Lane Rail Bridge, Vauxhall",59245,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.4863434,-0.1224923999999987,1.644442760607803,7.0,218
133098674,2023-08-11 17:20:00,2023-08-11 18:08:00,17,4,1219,"Lower Marsh, Waterloo",10629,"Rotherhithe Roundabout, Rotherhithe",57812,CLASSIC,48.0,51.5001394,-0.1139359999999953,51.499169,-0.055846029,4.022492980369875,48.0,386
133099182,2023-08-11 17:32:00,2023-08-11 17:53:00,17,4,1219,"Lower Marsh, Waterloo",300204,"Victoria Rise, Clapham Common",56400,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.461376,-0.14780467,4.907087268347517,21.0,755
133100563,2023-08-11 18:01:00,2023-08-11 18:10:00,18,4,1219,"Lower Marsh, Waterloo",1189,"Long Lane , Bermondsey",58592,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.49907558,-0.085666316,1.96042971275128,9.0,217
133100707,2023-08-11 18:04:00,2023-08-11 18:09:00,18,4,1219,"Lower Marsh, Waterloo",200132,"Gaywood  Street, Elephant & Castle",58964,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.49605,-0.104193,0.8134152861611408,5.0,535
133102157,2023-08-11 18:37:00,2023-08-11 18:46:00,18,4,1219,"Lower Marsh, Waterloo",1209,"Empire Square, The Borough",20732,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50082346,-0.089740764,1.6765143058489214,9.0,236
133102868,2023-08-11 18:54:00,2023-08-11 19:35:00,18,4,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",51954,CLASSIC,41.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,41.0,578
133102869,2023-08-11 18:54:00,2023-08-11 19:35:00,18,4,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",52145,CLASSIC,41.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,41.0,578
133102861,2023-08-11 18:54:00,2023-08-11 19:35:00,18,4,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",58211,CLASSIC,41.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,41.0,578
133102906,2023-08-11 18:55:00,2023-08-11 19:35:00,18,4,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",57080,CLASSIC,40.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,40.0,578
133102912,2023-08-11 18:55:00,2023-08-11 19:35:00,18,4,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",53990,CLASSIC,40.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,40.0,578
133103339,2023-08-11 19:07:00,2023-08-11 19:19:00,19,4,1219,"Lower Marsh, Waterloo",3485,"Tyers Gate, Bermondsey",41000,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.50088934,-0.083159352,2.1319814175998206,12.0,357
133104781,2023-08-11 19:55:00,2023-08-11 20:10:00,19,4,1219,"Lower Marsh, Waterloo",1093,"Kennington Cross, Kennington",51023,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.48894022,-0.111435796,1.2572632716462344,15.0,131
133105164,2023-08-11 20:09:00,2023-08-11 20:42:00,20,4,1219,"Lower Marsh, Waterloo",200025,"London Fields, Hackney Central",58906,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.54119,-0.058826101,5.947665961730676,33.0,439
133106141,2023-08-11 20:55:00,2023-08-11 20:59:00,20,4,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",56761,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,4.0,453
133106831,2023-08-11 21:40:00,2023-08-11 21:46:00,21,4,1219,"Lower Marsh, Waterloo",1082,"Borough Road, Elephant & Castle",53797,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.49889832,-0.100440521,0.9443114739447208,6.0,120
133106836,2023-08-11 21:40:00,2023-08-11 21:47:00,21,4,1219,"Lower Marsh, Waterloo",1082,"Borough Road, Elephant & Castle",35373,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49889832,-0.100440521,0.9443114739447208,7.0,120
133107416,2023-08-11 22:24:00,2023-08-11 22:36:00,22,4,1219,"Lower Marsh, Waterloo",1205,"Black Prince Road, Vauxhall",21191,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.4908679,-0.116911864,1.0513256312910884,12.0,232
133107671,2023-08-11 22:45:00,2023-08-11 22:48:00,22,4,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",40064,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,3.0,453
133107988,2023-08-11 23:12:00,2023-08-11 23:28:00,23,4,1219,"Lower Marsh, Waterloo",990,"Cotton Garden Estate, Kennington",51504,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.4907579,-0.106323685,1.16872712595664,16.0,29
133107997,2023-08-11 23:13:00,2023-08-11 23:28:00,23,4,1219,"Lower Marsh, Waterloo",990,"Cotton Garden Estate, Kennington",23370,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.4907579,-0.106323685,1.16872712595664,15.0,29
133108445,2023-08-11 23:55:00,2023-08-12 00:07:00,23,4,1219,"Lower Marsh, Waterloo",300230,"Wynne Road, Stockwell",58061,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.469217,-0.11268674,3.439501951718173,12.0,779
133110606,2023-08-12 08:34:00,2023-08-12 09:02:00,8,5,1219,"Lower Marsh, Waterloo",1077,"Royal London Hospital, Whitechapel",30707,CLASSIC,28.0,51.5001394,-0.1139359999999953,51.518675,-0.06111,4.196842454392171,28.0,115
133112215,2023-08-12 10:05:00,2023-08-12 10:26:00,10,5,1219,"Lower Marsh, Waterloo",1092,"Moorfields, Moorgate",55997,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.51906932,-0.088285377,2.7535237430404957,21.0,130
133113073,2023-08-12 10:41:00,2023-08-12 10:47:00,10,5,1219,"Lower Marsh, Waterloo",1207,"Tavistock Street, Covent Garden",55756,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.51196803,-0.120718759,1.3965486613131537,6.0,234
133114221,2023-08-12 11:22:00,2023-08-12 12:33:00,11,5,1219,"Lower Marsh, Waterloo",1160,"Craven Street, Strand",21991,CLASSIC,71.0,51.5001394,-0.1139359999999953,51.50810309,-0.12602103,1.2181163243067044,71.0,191
133114226,2023-08-12 11:22:00,2023-08-12 12:34:00,11,5,1219,"Lower Marsh, Waterloo",1160,"Craven Street, Strand",59355,CLASSIC,72.0,51.5001394,-0.1139359999999953,51.50810309,-0.12602103,1.2181163243067044,72.0,191
133114237,2023-08-12 11:23:00,2023-08-12 12:34:00,11,5,1219,"Lower Marsh, Waterloo",1160,"Craven Street, Strand",24052,CLASSIC,71.0,51.5001394,-0.1139359999999953,51.50810309,-0.12602103,1.2181163243067044,71.0,191
133114280,2023-08-12 11:24:00,2023-08-12 12:34:00,11,5,1219,"Lower Marsh, Waterloo",1160,"Craven Street, Strand",56108,CLASSIC,70.0,51.5001394,-0.1139359999999953,51.50810309,-0.12602103,1.2181163243067044,70.0,191
133115367,2023-08-12 12:02:00,2023-08-12 12:09:00,12,5,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",35672,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,7.0,37
133116577,2023-08-12 12:50:00,2023-08-12 13:05:00,12,5,1219,"Lower Marsh, Waterloo",200190,"Queen's Circus, Battersea Park",60248,PBSC_EBIKE,15.0,51.5001394,-0.1139359999999953,51.47761941,-0.149551631,3.5144531752883865,15.0,590
133120118,2023-08-12 15:06:00,2023-08-12 15:13:00,15,5,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",57840,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,7.0,235
133122678,2023-08-12 16:34:00,2023-08-12 17:11:00,16,5,1219,"Lower Marsh, Waterloo",1116,"Emperor's Gate, South Kensington",59728,CLASSIC,37.0,51.5001394,-0.1139359999999953,51.49536226,-0.185296516,4.96833013573516,37.0,151
133129054,2023-08-12 21:25:00,2023-08-12 21:36:00,21,5,1219,"Lower Marsh, Waterloo",300050,"Walworth Square, Walworth",54237,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.491327,-0.096518684,1.5537116782946496,11.0,701
133129174,2023-08-12 21:33:00,2023-08-12 21:52:00,21,5,1219,"Lower Marsh, Waterloo",1052,"Soho Square , Soho",22230,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.51563144,-0.132328837,2.1419274368321406,19.0,90
133129190,2023-08-12 21:35:00,2023-08-12 21:52:00,21,5,1219,"Lower Marsh, Waterloo",1052,"Soho Square , Soho",23483,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.51563144,-0.132328837,2.1419274368321406,17.0,90
133129677,2023-08-12 22:19:00,2023-08-12 22:24:00,22,5,1219,"Lower Marsh, Waterloo",1205,"Black Prince Road, Vauxhall",53843,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.4908679,-0.116911864,1.0513256312910884,5.0,232
133129909,2023-08-12 22:36:00,2023-08-12 22:44:00,22,5,1219,"Lower Marsh, Waterloo",1093,"Kennington Cross, Kennington",51097,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.48894022,-0.111435796,1.2572632716462344,8.0,131
133132401,2023-08-13 08:07:00,2023-08-13 08:31:00,8,6,1219,"Lower Marsh, Waterloo",1231,"Queen's Gate, Kensington Gardens",20720,CLASSIC,24.0,51.5001394,-0.1139359999999953,51.5017154373867,-0.1798541843891,4.566158857055635,24.0,256
133137061,2023-08-13 12:23:00,2023-08-13 12:31:00,12,6,1219,"Lower Marsh, Waterloo",300242,"Allington Street, Victoria",55038,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.496863,-0.1429434,2.040754607209946,8.0,790
133137135,2023-08-13 12:26:00,2023-08-13 12:32:00,12,6,1219,"Lower Marsh, Waterloo",1118,"Hampton Street, Walworth",22847,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.49217002,-0.101536865,1.2337051830912131,6.0,153
133137468,2023-08-13 12:37:00,2023-08-13 12:40:00,12,6,1219,"Lower Marsh, Waterloo",22162,"Southwark Station 1, Southwark",54817,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.504043,-0.105312,0.738060890910685,3.0,394
133137832,2023-08-13 12:49:00,2023-08-13 12:59:00,12,6,1219,"Lower Marsh, Waterloo",1100444,"Strand, Strand_OLD",59457,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.509224,-0.124826,1.960579978832086,10.0,801
133138186,2023-08-13 13:02:00,2023-08-13 13:09:00,13,6,1219,"Lower Marsh, Waterloo",1095,"LSBU (Borough Road), Elephant & Castle",50732,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49874469,-0.103132904,0.7637164862876563,7.0,133
133140277,2023-08-13 14:13:00,2023-08-13 14:21:00,14,6,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",56309,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,8.0,235
133141941,2023-08-13 15:09:00,2023-08-13 15:15:00,15,6,1219,"Lower Marsh, Waterloo",300208,"Lavington Street, Bankside",53986,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.5052241745,-0.0980318118664,1.237540465808984,6.0,759
133142293,2023-08-13 15:20:00,2023-08-13 15:31:00,15,6,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",50555,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,11.0,733
133145258,2023-08-13 16:53:00,2023-08-13 17:02:00,16,6,1219,"Lower Marsh, Waterloo",1155,"Regency Street, Westminster",58075,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.49206037,-0.132224622,1.552392886287958,9.0,186
133146062,2023-08-13 17:22:00,2023-08-13 17:42:00,17,6,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",58620,CLASSIC,20.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,20.0,578
133146113,2023-08-13 17:24:00,2023-08-13 17:42:00,17,6,1219,"Lower Marsh, Waterloo",200178,"Buckingham Gate, Westminster",58337,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.49886563,-0.137424571,1.6320651511043138,18.0,578
133146864,2023-08-13 17:53:00,2023-08-13 18:05:00,17,6,1219,"Lower Marsh, Waterloo",2587,"Wormwood Street, Liverpool Street",60126,PBSC_EBIKE,12.0,51.5001394,-0.1139359999999953,51.51615461,-0.082422399,2.815675614095445,12.0,259
133150555,2023-08-13 20:34:00,2023-08-13 20:39:00,20,6,1219,"Lower Marsh, Waterloo",1093,"Kennington Cross, Kennington",59467,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.48894022,-0.111435796,1.2572632716462344,5.0,131
133151690,2023-08-13 22:12:00,2023-08-13 22:18:00,22,6,1219,"Lower Marsh, Waterloo",959,"Milroy Walk, South Bank",19609,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.50724437,-0.106237501,0.9529362826512656,6.0,0
133152777,2023-08-14 05:43:00,2023-08-14 05:53:00,5,0,1219,"Lower Marsh, Waterloo",982,"Holborn Circus, Holborn",55642,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51795029,-0.108657431,2.0138909242372534,10.0,22
133154265,2023-08-14 07:43:00,2023-08-14 07:57:00,7,0,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59457,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,14.0,5
